"ASV","relab_sum","shap_p","Year","Month","Species","Rotation","Nitrogen","Block","Rep","Residual","Kingdom","Phylum","Class","Order","Family","Genus","species","taxa"
"asv_002967",0.00601963850986704,0.674031243613749,4.3282567,6.30947022,0.66855964,4.33024959,6.5e-06,2.02e-06,0,84.36345533,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_000210",0.245086626362062,0.673874917589556,48.56214276,17.80440249,0,0.52033281,0.00021123,1.25665738,0,31.85625334,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_000311",0.0954252183516771,0.672542087341136,33.76990805,12.19691408,0.02768899,1.13085344,6.131e-05,2.35318848,0.11703253,50.40435312,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_004585",0.054354806715176,0.671513077874173,9.4429585,1.83094316,0,1.08e-05,0,0,0.28741127,88.43867627,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_000201",0.246112717483409,0.671205829104609,42.72816152,15.56682029,0,9.9e-07,0,1.03554218,6.6e-07,40.66947437,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_000414",0.316955279871151,0.671205630783626,38.48854854,4.50721067,5.85019877,4e-08,6e-08,1.31e-06,6e-08,51.15404056,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001260",0.00886083294444874,0.670862690591457,0,0.1865462,1.112e-05,0,2.18044265,2.94e-06,0,97.63299709,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium",NA,"f__Rhizobiaceae g__Rhizobium "
"asv_001407",0.209197327021735,0.669487232587678,0,0,8.39e-06,0.055223,3.17695259,1e-07,0,96.76781592,"Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Cystobacteraceae",NA,NA,"f__Cystobacteraceae  "
"asv_002819",0.152323918680208,0.669071469779268,5.8e-07,14.2342424,0.11005751,1.99e-05,14.95690973,0.70805575,0,69.99071413,"Bacteria","Proteobacteria","Betaproteobacteria","Nitrosomonadales","Nitrosomonadaceae","Nitrosovibrio","tenuis","f__Nitrosomonadaceae g__Nitrosovibrio s__tenuis"
"asv_000668",0.0170026482829169,0.668327801911056,1.96037478,0.09995832,8.4e-07,7.8e-07,2.09388033,3.96e-06,0,95.84578099,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"asv_002447",0.128997879406642,0.668103315514714,1.10211464,0,1.62935447,1.80158061,1.09845,3.10767814,0,91.26082214,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_000559",0.0798013947146705,0.667336531214793,19.69574662,28.71006354,2.33084317,1.554e-05,0.84706006,0.00073644,1.07e-06,48.41553356,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_000593",0.00749458612325121,0.666763713585468,1.7e-07,0,0.11432924,0.0638203,3.08843026,0.10305031,0.03524705,96.59512268,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","leguminosarum","f__Rhizobiaceae g__Rhizobium s__leguminosarum"
"asv_000557",0.27956932265528,0.664642334795013,37.55604586,1.37583361,8.19358517,2e-08,0.14014481,0.62213825,0.54081197,51.57144031,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001858",0.0381301226231425,0.662389202615587,0,3.7e-07,2.56740028,0.18222529,0,0,0,97.25037406,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA,"f__Comamonadaceae g__Hylemonella "
"asv_002394",0.12254650067815,0.662193658204178,8.28989392,0.15478694,1.478e-05,0.62068334,2.09515727,0,0,88.83946376,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"asv_002478",0.0258251020141639,0.661491712859472,12.44312646,13.83685298,0.18699331,3.02631123,0,0.54948116,0,69.95723486,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia","f__Xanthomonadaceae g__Stenotrophomonas s__maltophilia"
"asv_002124",0.0426630923273933,0.660764232563348,1.6814947,1.84e-06,0.24199121,0,5.41122597,6.5e-07,0,92.66528563,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_001046",0.219219704064458,0.660329772740309,2.37456426,0.66466299,2.1721446,5.7e-07,6.86948778,0.00723406,1.042e-05,87.9118953,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"asv_001132",0.154954687265705,0.659753640734523,7.70423181,2.47021682,0,2.60800775,13.06475289,1.32434331,0.00060412,72.82784331,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"asv_001156",0.0161818906070402,0.659529388998793,0,1.7e-07,0,0,0,0,0,99.99999983,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_002026",0.150666909684542,0.659488485844009,0.11942761,1.6e-07,1.68533184,0,0,0,0.96957511,97.22566528,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"asv_003770",0.00942775942171724,0.659225908188113,3.8e-07,0.20621668,8e-08,6e-08,0,3.9e-07,1.3e-07,99.79378228,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"asv_002047",0.0161938567501609,0.659077989647314,5.38377998,3.63348174,7.79e-06,5.51190087,0.19161982,1.286e-05,0,85.27919694,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_002634",0.0800723270673852,0.657978065430626,5.69029009,0.58592688,2.6324432,4.94e-06,4.34e-06,1.49e-05,2.107e-05,91.09129458,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae",NA,NA,"f__Beijerinckiaceae  "
"asv_001172",0.200969867683589,0.657679834691005,1.977e-05,0.78619927,6.84356852,5.20775436,3.61117485,0.00037552,0,83.55090771,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"asv_002041",0.0963943024578611,0.657594635318468,0,0,1.63286629,0,1.74926381,0.08445781,0,96.53341209,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA,"f__Rhodospirillaceae  "
"asv_000207",0.118895933614987,0.654930390609256,37.96306934,15.60836967,1.78e-06,0.28316831,0.3480443,1.02409428,0.00025926,44.77299306,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_000780",0.251812976653875,0.653506027243728,0.41713393,5.37026665,0,0.00013637,0.00483388,1.56482671,0.44302823,92.19977422,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"asv_001486",0.00964203211658474,0.650904095112544,2.00787607,5e-08,2.1371238,0,0,0,0,95.85500008,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"asv_000170",0.223958494178323,0.650673151908873,1.12592887,0,0.54376346,1.59736508,5.8e-07,2.38701809,1.15019051,93.1957334,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"asv_000974",0.299422579057413,0.649704389238808,1.05891215,3.36100198,3.9571966,1.16220803,0,9.3e-07,0,90.46068031,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_000635",0.167471320404116,0.649566683887642,4.55559478,6.2e-06,0.00039795,0.30641453,2.64516135,0.00102178,5.32796725,87.16343616,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"asv_002257",0.170433186496331,0.649048730135943,0,0.70807044,0,3.1e-07,6e-08,0.95330003,0.08666189,98.25196727,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21",NA,NA,"f__0319-6A21  "
"asv_001098",0.158493288081039,0.646416147927247,9.47834371,1.83409287,0.00048192,8.139e-05,5.628e-05,9.12e-06,2.91e-05,88.68690562,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_000328",0.0197992385855054,0.645052612710705,5.4e-07,0.06407706,0,4.38e-06,0.08716879,1.39e-05,0.32219325,99.52654208,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"f__Enterobacteriaceae  "
"asv_001370",0.188988074540368,0.643662407076601,1.4e-06,3.06e-06,1.47182692,0.00052867,19.6354787,0.00767961,5.837e-05,78.88442326,"Bacteria","Proteobacteria","Betaproteobacteria","A21b","EB1003",NA,NA,"f__EB1003  "
"asv_001940",0.00510550113800387,0.642718548681086,2.16189532,0.00798136,1.73e-06,2.17372989,5.36e-06,0,1.94738668,93.70899967,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Inquilinus","limosus","f__Rhodospirillaceae g__Inquilinus s__limosus"
"asv_000669",0.275110303238425,0.641253528164898,7.0516515,3.56958191,2.24808606,1.23760697,7.01445314,0.83198314,0,78.04663729,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"asv_001504",0.126424759318964,0.640162598202578,2.86475629,0,1.074e-05,0.0008588,3.29725534,8.83e-06,4.645e-05,93.83706354,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"asv_003489",0.0493406261289087,0.63987462477655,0.33897256,0,2e-08,5.79e-05,2.33138507,0.65516207,0.61058956,96.06383283,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"asv_000603",0.307555432156734,0.639562543104791,6.5e-07,3.32895904,1.16e-06,2.89e-06,0.0006312,0.88505616,0.00116123,95.78418769,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"asv_001391",0.144931748883542,0.638693976746771,0.34405406,0,0,0,0.90606767,3.78804989,0.83039985,94.13142853,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"f__Nitrospiraceae g__Nitrospira "
"asv_000216",0.188437010919947,0.636363010504497,42.80165072,13.20484534,0,0.0489552,0,3.89874398,0.0001707,40.04563405,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_001533",0.032862625817129,0.636329737802213,2.19264391,0,3e-08,0,1.7e-06,0,1.19e-06,97.80735316,"Bacteria","Acidobacteria","[Chloracidobacteria]","RB41","Ellin6075",NA,NA,"f__Ellin6075  "
"asv_001965",0.0256146400287633,0.636209839365831,4.03062543,6.26452813,7.29e-06,0.48742098,0,8.73e-06,0,89.21740944,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"asv_001850",0.0553290995471535,0.635784861649317,17.00763026,9.36548727,0,3.13250492,1.564e-05,2.26e-06,3.87646516,66.61789448,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_002148",0.0616252819003622,0.634635035103869,2.38e-06,0.51425627,0,0.14081393,4.79018179,0.13546108,0.0949607,94.32432384,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"asv_001306",0.134837558786053,0.634304318903673,0.83329389,0,3.34631483,0,5.02e-06,0.42347964,9e-08,95.39690653,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_001634",0.0580788278910302,0.632534874668925,13.21022838,19.50583767,0.4708304,0.46969328,1.198e-05,0.85386609,1.72e-06,65.48953048,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_001799",0.105875824172546,0.632313426345617,3.435e-05,2e-05,0.83798675,2.036e-05,8.52145003,0.00079324,8.909e-05,90.63960618,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001909",0.032242229921566,0.63104769863627,9.39715,13.65961657,3.34011214,1.2e-07,0.00044684,0.26089837,1.791e-05,73.34175805,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia","f__Xanthomonadaceae g__Stenotrophomonas s__maltophilia"
"asv_001996",0.106675386869445,0.630346145899255,17.24989564,10.92762837,0,0,5.02877571,0,0.20995512,66.58374515,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"asv_002799",0.0448755092419654,0.629636075841442,17.17867772,9.59604014,0,3.02353587,1.12e-06,9e-08,3.75547174,66.44627333,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_001545",0.0727811127294889,0.629067400496059,19.57256318,8.45295663,0.27706987,0.98964398,7e-08,0,0.00041001,70.70735627,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_001204",0.144112581273689,0.628066270451113,1.813e-05,0.97823339,0,0.00052347,3.17691318,0,0.00024066,95.84407117,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"asv_000614",0.396043386804112,0.625356599521244,0.09194065,2.34941331,0,0,4.36e-06,0,1.8463431,95.71229858,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"asv_000860",0.00629262567471395,0.624913470451951,0,0.1382345,2.13724073,1e-08,2.13705829,0,1.91138369,93.67608278,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"asv_001331",0.084367096247684,0.623150387992002,8.80451989,7.10057869,1.194e-05,0.15434133,17.00336528,0,0.15982361,66.77735926,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"asv_003405",0.0505308162246142,0.622554422244395,3.7e-07,1.94901504,1.74012584,1.2e-07,4.8e-07,0,4.19902992,92.11182823,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"asv_002021",0.0426089586623319,0.621870333020285,7.44780852,10.82636855,1.76038194,1.46450793,1.39055417,1.028e-05,0,77.11036861,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_001064",0.0160818237213169,0.620758341437287,1.134e-05,1.7719583,0,2.00126996,1.395e-05,0,1.214e-05,96.22673431,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","leguminosarum","f__Rhizobiaceae g__Rhizobium s__leguminosarum"
"asv_000214",0.195934911975643,0.62060291389536,43.66911707,15.95860609,2.19e-06,0,5.1e-07,2.08426574,3.45e-06,38.28800495,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_000747",0.19891336131099,0.617772559746788,6.21047638,3.57214754,0.00137156,1.715e-05,7.20870103,1.7e-07,0,83.00728618,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"asv_002733",0.0694954936501434,0.616663341527149,5.51703265,1.30951196,1.03781239,0,8e-08,2.08842663,4.7e-07,90.04721582,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"asv_002149",0.0722840505571364,0.616013546617959,2e-07,0.2329779,4.66e-05,0,0.26205767,0.36316246,2.285e-05,99.14173231,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"asv_002106",0.102404673574681,0.61577912234737,3.1e-07,3.6e-07,0.74266135,1.8e-07,0,1.1e-07,0.27106854,98.98626916,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"asv_002894",0.0423824979394592,0.614959619642283,0,0,4.3e-07,0,0,5e-08,0.5187472,99.48125232,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"asv_001496",0.019709187064705,0.614947854857704,0,0,0.50421002,0.97360832,0,1e-08,1.63e-06,98.52218002,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"asv_001463",0.134208199185961,0.613968892796594,0.74585548,6.16490765,1.20621995,8.27e-06,17.59521994,2.494e-05,1.86904369,72.41872007,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001409",0.0896913246355969,0.613780290006379,0.00023912,3.6e-06,6.76600133,3.5e-07,0.5450874,6.78e-06,1.5062431,91.18241831,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Sinobacteraceae","Steroidobacter",NA,"f__Sinobacteraceae g__Steroidobacter "
"asv_000141",0.438541514557881,0.613180973441597,3.1e-07,1.80551482,0.16198148,1.60536258,0.03172455,0,0.25924961,96.13616666,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"asv_001841",0.00180710028840015,0.612683043651775,8.17133875,11.90039494,0.27168748,0.03329003,1.993e-05,4.29103764,0.3170681,75.01516314,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_001537",0.0242324083451596,0.61239075108949,4.04625823,6.33548856,1.82e-06,1.1e-07,2e-08,4.93e-06,6.21e-06,89.61824012,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"f__Oxalobacteraceae g__Herbaspirillum "
"asv_000754",0.0301639563954515,0.612335556382527,2.85703915,0,0.01211403,2.8409436,0,0.31657141,0.45224541,93.5210864,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","mirabilis","f__Streptomycetaceae g__Streptomyces s__mirabilis"
"asv_000422",0.236267829430134,0.612206148384546,2.50899183,4.21400782,2.27030297,2.91e-06,0.32632422,6.1e-07,2.49e-06,90.68036715,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"asv_001152",0.0168885583373817,0.612151986261568,3.25004823,4.79684253,0,0,0.00585607,1.125e-05,0.03933293,91.90790899,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_000327",0.260710408314027,0.611640512301119,8.6e-07,18.86189794,1.291e-05,0.00056703,1.796e-05,1.99574704,0.11185138,79.02990489,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_000199",0.145711887015566,0.609863945992243,41.12269106,15.63770691,4e-07,0,0.21367387,0.64017028,5.06e-06,42.38575241,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_000247",0.157081368906415,0.608762572861399,39.63029536,13.62218486,0,0.52386434,3.46e-06,0.7653865,0,45.45826547,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_003084",0.114958595265695,0.608388789378594,1.64255824,0.34903234,3.16305076,4.9e-07,0,0,0,94.84535817,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21",NA,NA,"f__0319-6A21  "
"asv_000781",0.025581336642677,0.606046378205184,6.354e-05,0,2.85e-06,2.9e-05,3.30100381,3.336e-05,3.29588716,93.40298029,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"asv_000206",0.148704911091856,0.605740863757146,40.88826489,15.53192264,0.03987507,0,0.10205591,1.48046779,3.918e-05,41.95737452,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_000172",0.108652170592866,0.605523198579718,0.66943254,4.18286859,0,0.32507901,3e-08,1.64311316,0,93.17950666,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"asv_002336",0.00999155845245609,0.604878043132482,2.25828103,0.08858239,9e-08,0,2.2597828,0,2.26064728,93.13270641,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_001193",0.0814108444296744,0.604567400822173,17.92288794,27.57442998,4.18e-06,0,0,4.2e-07,5.05e-06,54.50267243,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_000643",0.0524408129254746,0.603931529088576,16.07050196,23.52849414,1.5307139,7e-08,0.12026901,0.42139743,2.63e-06,58.32862087,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_001235",0.129756717930483,0.602619564117743,0.44279389,1.96e-05,4.14751292,0,3.8e-07,2.05107069,0,93.35860251,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"asv_002596",0.0751308137510465,0.601972179188273,0,0.23033791,0,3.61e-06,5.63134865,2.767e-05,0.55345447,93.5848277,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"asv_001458",0.168284018494675,0.601903761454739,1.75412649,1.35734608,0,0.00030469,13.96223308,2.48089187,4e-08,80.44509774,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"asv_001522",0.00940702651106755,0.6017879395664,2.06250374,3.16404526,3.1e-07,2.06293323,2e-08,8e-08,0,92.71051737,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"f__Oxalobacteraceae g__Herbaspirillum "
"asv_001525",0.0459697183201551,0.600778464415908,4.00742221,6.20053208,5.7e-07,0,0,0.81614141,7.81e-06,88.97589591,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"f__Oxalobacteraceae g__Herbaspirillum "
"asv_002209",0.0259961018084279,0.600280255692858,5.34908758,4.0167208,0.04367463,2.1215767,0,4.97622554,0,83.49271475,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_003541",0.0446630927608167,0.599276621793506,8.3342375,11.09750326,0.74143827,0.3403447,3.35593964,3.31e-06,1.092e-05,76.13052241,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
