Sample_ID,Year,Month,Species,Rotation,Nitrogen,Fraction,Block,Rep,ASV_counts,Observed,Shannon,Simpson,InvSimpson,Evenness
USDA_352,2017,Aug,Corn,continuous,Std_N,Bulk Soil,2,2,8562,178,4.910867564760501,0.9913084607971829,115.0544197828482,12.550362376037294
USDA_353,2017,Aug,Soybean,rotated,Low_N,Bulk Soil,2,1,4808,88,4.225112022287992,0.9821493088335858,56.02023981466224,6.110797928436771
USDA_354,2017,Aug,Soybean,rotated,Low_N,Bulk Soil,2,2,7042,173,4.951058285229955,0.9918101243635683,122.10197619504893,13.319123689210853
USDA_355,2017,Aug,Soybean,rotated,Std_N,Bulk Soil,2,1,5540,171,4.914354985807019,0.9909753808859754,110.80800057765903,12.087154618123476
USDA_356,2017,Aug,Soybean,rotated,Std_N,Bulk Soil,2,2,5201,167,4.834360773045792,0.990378146335058,103.93007780232446,11.336897275660936
USDA_357,2017,Aug,Soybean,continuous,Low_N,Bulk Soil,2,1,12107,185,4.724637133966943,0.9877792759338316,81.82821202619094,8.925982291251412
USDA_358,2017,Aug,Soybean,continuous,Low_N,Bulk Soil,2,2,1871,45,3.6591709315472505,0.9708067751020456,34.25452321542149,3.7365507573139793
USDA_359,2017,Aug,Soybean,continuous,Std_N,Bulk Soil,2,1,5264,112,4.486991509969694,0.98643168080949,73.70109635240735,8.03946053076219
USDA_360,2017,Aug,Soybean,continuous,Std_N,Bulk Soil,2,2,14502,331,5.680325196309394,0.9962408183000016,266.015340519564,29.017476489879154
USDA_361,2017,Sep,Soybean,rotated,Low_N,Endosphere,1,1,3835,39,3.624258073319147,0.9724485754450619,36.295763872607694,3.9592133025055407
USDA_362,2017,Sep,Soybean,rotated,Low_N,Endosphere,1,2,57207,68,3.917993867214763,0.9772437867654326,43.94404243325355,4.793502569012206
USDA_363,2017,Sep,Soybean,rotated,Std_N,Endosphere,1,1,591,24,2.989470955019723,0.9411390828587871,16.98920180942653,1.8532155443516252
USDA_364,2017,Sep,Soybean,rotated,Std_N,Endosphere,1,2,13202,42,3.598166014117027,0.9713851640140002,34.94690657983382,3.812077296345816
USDA_365,2017,Sep,Soybean,continuous,Low_N,Endosphere,1,1,121,4,1.326588177663139,0.7211256061744417,3.5858437423463143,0.39115088733862696
USDA_366,2017,Sep,Soybean,continuous,Low_N,Endosphere,1,2,4140,66,4.045566251191169,0.9803632523512801,50.9249300285828,5.554991516530471
USDA_367,2017,Sep,Soybean,continuous,Std_N,Endosphere,1,1,10484,42,3.608902959809071,0.9716849286592997,35.316880821790164,3.8524348142500866
USDA_368,2017,Sep,Soybean,continuous,Std_N,Endosphere,1,2,5311,44,3.7043922031467167,0.9742200094793011,38.78977376648345,4.231264806451582
USDA_369,2017,Sep,Corn,rotated,Low_N,Endosphere,1,1,12349,251,5.252062808740146,0.9933303234975828,149.9323092563152,16.354911150691514
USDA_370,2017,Sep,Corn,rotated,Low_N,Endosphere,1,2,12422,213,5.091896083744807,0.9923301922431004,130.38136439605307,14.22225563642858
USDA_371,2017,Sep,Corn,rotated,Std_N,Endosphere,1,1,7235,240,5.390957432219947,0.995049500694667,201.99982634534123,22.03453831078786
USDA_372,2017,Sep,Corn,rotated,Std_N,Endosphere,1,2,6248,153,4.954849472105817,0.9924527449295939,132.49850318709142,14.45319729932207
USDA_377,2017,Sep,Corn,continuous,Low_N,Endosphere,1,1,4824,110,4.6199556844648475,0.989415914485065,94.4814739628586,10.306224987219291
USDA_378,2017,Sep,Corn,continuous,Low_N,Endosphere,1,2,37173,316,5.4886592159715475,0.9950266057284018,201.06992234875906,21.933102554090652
USDA_379,2017,Sep,Corn,continuous,Std_N,Endosphere,1,1,4974,96,4.454504233846932,0.9876167490330499,80.75423833926298,8.808831129403703
USDA_380,2017,Sep,Corn,continuous,Std_N,Endosphere,1,2,12171,175,4.805104421469468,0.9890473131550535,91.30179782884846,9.959379661367555
USDA_381,2017,Sep,Corn,rotated,Low_N,Endosphere,2,1,599,11,2.272247561306882,0.889155827324896,9.021674084131654,0.9841019511293536
USDA_382,2017,Sep,Corn,rotated,Low_N,Endosphere,2,2,5539,125,4.730425453613195,0.9904406121395396,104.60920872728761,11.410978212535397
USDA_383,2017,Sep,Corn,rotated,Std_N,Endosphere,2,1,8924,126,4.743875296500015,0.9907403993803142,107.99601851876966,11.780418085093405
USDA_384,2017,Sep,Corn,rotated,Std_N,Endosphere,2,2,11083,294,5.567243556223154,0.9958014095068626,238.17516893693343,25.980615823139633
USDA_389,2017,Sep,Corn,continuous,Low_N,Endosphere,2,1,1677,44,3.6381684872164763,0.9708835630539671,34.34486169628137,3.7464050564659113
USDA_390,2017,Sep,Corn,continuous,Low_N,Endosphere,2,2,712,14,2.48345504017228,0.9077136725160965,10.835841313269494,1.1819948802265945
USDA_391,2017,Sep,Corn,continuous,Std_N,Endosphere,2,1,1024,38,3.25753634728596,0.9506397247314453,20.259206306271494,2.209914065661224
USDA_392,2017,Sep,Corn,continuous,Std_N,Endosphere,2,2,5493,124,4.724416130506474,0.9902761898540648,102.84034601580794,11.218027189320214
USDA_393,2017,Sep,Soybean,rotated,Low_N,Endosphere,2,1,16448,40,3.589745766766525,0.9714193531388629,34.98871123731492,3.81663743059693
USDA_394,2017,Sep,Soybean,rotated,Low_N,Endosphere,2,2,26085,44,3.583882298563778,0.9711610348924531,34.67530808649951,3.782450798567071
USDA_395,2017,Sep,Soybean,rotated,Std_N,Endosphere,2,1,2652,53,3.845811365411423,0.976858297559655,43.21203258825987,4.713653495549084
USDA_396,2017,Sep,Soybean,rotated,Std_N,Endosphere,2,2,29005,42,3.5777200890369283,0.9711055780080121,34.608755983327534,3.7751911642716465
USDA_397,2017,Sep,Soybean,continuous,Low_N,Endosphere,2,1,325,8,1.8668410563435212,0.8281183431952662,5.817956485816579,0.6346341350712688
USDA_398,2017,Sep,Soybean,continuous,Low_N,Endosphere,2,2,0,0,0,1,Inf,Inf
USDA_399,2017,Sep,Soybean,continuous,Std_N,Endosphere,2,1,3553,41,3.624380528501083,0.972098199521238,35.83998103495757,3.9094956142317314
USDA_400,2017,Sep,Soybean,continuous,Std_N,Endosphere,2,2,354,4,1.3626257650580431,0.7381499569089343,3.8189797037849704,0.41658181649774456
USDA_401,2017,Sep,Soybean,rotated,Low_N,Rhizosphere,1,1,37567,384,5.099210439521434,0.9890264068026854,91.1278541147959,9.940405538960837
USDA_402,2017,Sep,Soybean,rotated,Low_N,Rhizosphere,1,2,29125,437,5.463868649375501,0.9926573294774264,136.1902317318599,14.855898309142056
USDA_403,2017,Sep,Soybean,rotated,Std_N,Rhizosphere,1,1,11259,157,4.856347391272642,0.9909868159986424,110.94858374680649,12.102489706685066
USDA_404,2017,Sep,Soybean,rotated,Std_N,Rhizosphere,1,2,20336,284,5.118114869361837,0.990775433960448,108.40618363100373,11.825159702166973
USDA_405,2017,Sep,Soybean,continuous,Low_N,Rhizosphere,1,1,601,14,2.4787925324750817,0.9021015999401996,10.214671530782502,1.114236458759867
USDA_406,2017,Sep,Soybean,continuous,Low_N,Rhizosphere,1,2,2981,67,4.0207442882713185,0.9779294359074542,45.309218006699744,4.942418605319213
USDA_407,2017,Sep,Soybean,continuous,Std_N,Rhizosphere,1,1,21285,321,5.286297991097184,0.9922720681309272,129.40072673285255,14.115285751603768
USDA_408,2017,Sep,Soybean,continuous,Std_N,Rhizosphere,1,2,19499,365,5.630832681901546,0.9954483878808126,219.70237661167718,23.965567307690876
USDA_409,2017,Sep,Corn,rotated,Low_N,Rhizosphere,1,1,7084,129,4.71254252482344,0.9898772605638047,98.78748794267604,10.775933460348698
USDA_410,2017,Sep,Corn,rotated,Low_N,Rhizosphere,1,2,14466,327,5.648450695955821,0.9960421504667504,252.66246015647639,27.560918040087167
USDA_411,2017,Sep,Corn,rotated,Std_N,Rhizosphere,1,1,10669,208,5.18448269297175,0.9936408986220833,157.2549233878711,17.15367630082109
USDA_412,2017,Sep,Corn,rotated,Std_N,Rhizosphere,1,2,10784,218,5.261122540837703,0.9942425041439565,173.6866208857678,18.94607817848257
USDA_417,2017,Sep,Corn,continuous,Low_N,Rhizosphere,1,1,12814,282,5.473539377538116,0.9951443799190585,205.94691992584842,22.46509504090733
USDA_418,2017,Sep,Corn,continuous,Low_N,Rhizosphere,1,2,21859,386,5.761305958458872,0.9962616792973442,267.499789220755,29.179403073523208
USDA_419,2017,Sep,Corn,continuous,Std_N,Rhizosphere,1,1,3985,124,4.593779542820781,0.9879090504070314,82.70648986755691,9.021786565409595
USDA_420,2017,Sep,Corn,continuous,Std_N,Rhizosphere,1,2,5365,150,4.8946065139991575,0.9916398179842599,119.61462060482147,13.047798049793126
USDA_421,2017,Sep,Corn,rotated,Low_N,Rhizosphere,2,1,36342,518,5.714739903132151,0.9945142551056666,182.29064954022277,19.884622544800916
USDA_422,2017,Sep,Corn,rotated,Low_N,Rhizosphere,2,2,35741,465,5.501124874488054,0.992768626101335,138.2863082469869,15.084542457558046
USDA_423,2017,Sep,Corn,rotated,Std_N,Rhizosphere,2,1,11436,271,5.520402560454637,0.9956947317926453,232.27356620702884,25.336857391264466
USDA_424,2017,Sep,Corn,rotated,Std_N,Rhizosphere,2,2,13557,335,5.643851180104686,0.9959796726792325,248.73596605788293,27.13260834196581
USDA_429,2017,Sep,Corn,continuous,Low_N,Rhizosphere,2,1,16602,431,5.8858704061785145,0.9968313703356229,315.5938389526403,34.4255966000782
USDA_430,2017,Sep,Corn,continuous,Low_N,Rhizosphere,2,2,2550,52,3.83498968022169,0.9758093041138024,41.33820724729816,4.5092529422903995
USDA_431,2017,Sep,Corn,continuous,Std_N,Rhizosphere,2,1,10236,247,5.38458698978777,0.9949668480369722,198.68265598689302,21.672694844538153
USDA_432,2017,Sep,Corn,continuous,Std_N,Rhizosphere,2,2,15110,344,5.7173454661323415,0.9963709851558459,275.5568778151658,30.05828614247913
USDA_433,2017,Sep,Soybean,rotated,Low_N,Rhizosphere,2,1,9893,87,4.251356976702768,0.9837107448976259,61.3901614110182,6.696559536659863
USDA_434,2017,Sep,Soybean,rotated,Low_N,Rhizosphere,2,2,14499,125,4.43023929513497,0.9849388739234478,66.39609780286246,7.242616922961192
USDA_435,2017,Sep,Soybean,rotated,Std_N,Rhizosphere,2,1,27792,408,5.477023126275769,0.9930999292093018,144.92604935996857,15.80881847588286
USDA_436,2017,Sep,Soybean,rotated,Std_N,Rhizosphere,2,2,23527,368,5.4033614165351,0.9930932958669663,144.7868593671405,15.793635357734011
USDA_437,2017,Sep,Soybean,continuous,Low_N,Rhizosphere,2,1,24372,292,5.013944347133349,0.9894207114254467,94.52431446149753,10.310898113060988
USDA_438,2017,Sep,Soybean,continuous,Low_N,Rhizosphere,2,2,15615,246,5.144387833517177,0.9921968057635657,128.1526474544041,13.979142809436793
USDA_439,2017,Sep,Soybean,continuous,Std_N,Rhizosphere,2,1,13947,271,5.262461138313029,0.9931627023276706,146.25661305445257,15.95395898036492
USDA_440,2017,Sep,Soybean,continuous,Std_N,Rhizosphere,2,2,22490,454,5.7895801313871305,0.9956771301547785,231.32780671280415,25.233692085702973
USDA_441,2017,Sep,Soybean,rotated,Low_N,Bulk Soil,1,1,1924,30,3.2994536387576248,0.9599078928600758,24.94256529121634,2.7207840740369504
USDA_442,2017,Sep,Soybean,rotated,Low_N,Bulk Soil,1,2,2481,40,3.6057988344084353,0.9710068995140984,34.49096451365269,3.7623422391107058
USDA_443,2017,Sep,Soybean,rotated,Std_N,Bulk Soil,1,1,6377,181,4.945373564081586,0.991486453013514,117.4598556380032,12.812752049649891
USDA_444,2017,Sep,Soybean,rotated,Std_N,Bulk Soil,1,2,9704,228,5.210720583418336,0.9936772318840481,158.15857574739672,17.25224847732168
USDA_445,2017,Sep,Soybean,continuous,Low_N,Bulk Soil,1,1,9632,268,5.433549530001395,0.9949637524696195,198.560534200839,21.659373559950566
USDA_446,2017,Sep,Soybean,continuous,Low_N,Bulk Soil,1,2,15316,408,5.879392786201409,0.9968499596998645,317.45625602217245,34.628752716653835
USDA_447,2017,Sep,Soybean,continuous,Std_N,Bulk Soil,1,1,14908,414,5.857694893213561,0.9966873471845457,301.87286616175334,32.928885904370965
USDA_448,2017,Sep,Soybean,continuous,Std_N,Bulk Soil,1,2,7527,222,5.217913294317253,0.9937338552293626,159.58775875812998,17.40814657076504
USDA_449,2017,Sep,Corn,rotated,Low_N,Bulk Soil,1,1,2074,36,3.3884020203121232,0.9612625991636359,25.814845044050223,2.8159340649022075
USDA_450,2017,Sep,Corn,rotated,Low_N,Bulk Soil,1,2,2258,41,3.5761878878135027,0.9682538063658709,31.499839367354507,3.4360644258031283
USDA_451,2017,Sep,Corn,rotated,Std_N,Bulk Soil,1,1,9881,264,5.3553280979552005,0.9944815114455687,181.20903760813522,19.76663818814982
USDA_452,2017,Sep,Corn,rotated,Std_N,Bulk Soil,1,2,5556,127,4.594624896047672,0.9878693721780876,82.43596412987166,8.992277085926732
USDA_457,2017,Sep,Corn,continuous,Low_N,Bulk Soil,1,1,1035,15,2.6431946732649507,0.9246255455203155,13.267094361121089,1.4472007439906514
USDA_458,2017,Sep,Corn,continuous,Low_N,Bulk Soil,1,2,2330,48,3.7542148671699676,0.9747311610086757,39.57443396363954,4.3168570838708105
USDA_459,2017,Sep,Corn,continuous,Std_N,Bulk Soil,1,1,264,5,1.2622976126298884,0.6197199265381084,2.6296408089345,0.2868463908925275
USDA_460,2017,Sep,Corn,continuous,Std_N,Bulk Soil,1,2,5779,112,4.567423473761127,0.9882825743907935,85.34297834280967,9.309379913210746
USDA_461,2017,Sep,Corn,rotated,Low_N,Bulk Soil,2,1,3707,86,4.205326625775089,0.9818079066361448,54.968935130183645,5.996119545957118
USDA_462,2017,Sep,Corn,rotated,Low_N,Bulk Soil,2,2,7988,182,5.029883259290475,0.9923459300116926,130.64944552736327,14.251498453440488
USDA_463,2017,Sep,Corn,rotated,Std_N,Bulk Soil,2,1,6586,159,4.867647393210341,0.9905573196380731,105.90213389325652,11.552013032307068
USDA_464,2017,Sep,Corn,rotated,Std_N,Bulk Soil,2,2,6922,165,4.921679093479588,0.9914059924426396,116.36014901377939,12.692793888395533
USDA_469,2017,Sep,Corn,continuous,Low_N,Bulk Soil,2,1,4454,97,4.346682605208816,0.9842631225666792,63.545007847785,6.9316144237053035
USDA_470,2017,Sep,Corn,continuous,Low_N,Bulk Soil,2,2,8134,204,5.021615222273764,0.9919150818334331,123.68708988734639,13.492031008052656
USDA_471,2017,Sep,Corn,continuous,Std_N,Bulk Soil,2,1,4119,104,4.429723292809329,0.9861343411747655,72.12062640543769,7.867059760793137
USDA_472,2017,Sep,Corn,continuous,Std_N,Bulk Soil,2,2,8972,247,5.3762541675311715,0.9948433219394206,193.92329485227512,21.153534372210196
USDA_473,2017,Sep,Soybean,rotated,Low_N,Bulk Soil,2,1,217,5,1.5214712201857807,0.7670156512136592,4.292133807310181,0.46819439661555506
USDA_474,2017,Sep,Soybean,rotated,Low_N,Bulk Soil,2,2,3185,64,3.989587297442842,0.9782448634567944,45.966155993275606,5.014078692829736
USDA_475,2017,Sep,Soybean,rotated,Std_N,Bulk Soil,2,1,6702,199,5.076771626568113,0.9926082897616669,135.2866884329482,14.757338029187713
USDA_476,2017,Sep,Soybean,rotated,Std_N,Bulk Soil,2,2,8190,186,5.018975570664074,0.992231599630867,128.72662999881013,14.041753954175183
USDA_477,2017,Sep,Soybean,continuous,Low_N,Bulk Soil,2,1,3794,69,4.135306148556838,0.9827117922508392,57.84289583450538,6.309616831518208
USDA_478,2017,Sep,Soybean,continuous,Low_N,Bulk Soil,2,2,2666,71,4.109186905003085,0.9813705301794315,53.678392870629104,5.855344658303355
USDA_479,2017,Sep,Soybean,continuous,Std_N,Bulk Soil,2,1,2757,74,4.068148058744749,0.9798189697237841,49.55148405770647,5.405173329007213
USDA_480,2017,Sep,Soybean,continuous,Std_N,Bulk Soil,2,2,2101,88,4.1264918797262755,0.978526804737709,46.569687826389696,5.079913132092061
USDA_481,2018,Jun,Corn,rotated,Low_N,Endosphere,1,1,8816,197,5.053378662269135,0.9921706192914385,127.72402278337064,13.932387587386803
USDA_482,2018,Jun,Corn,rotated,Low_N,Endosphere,1,2,378,12,2.2889459713892317,0.8871952073010274,8.864871572155355,0.9669976247550195
USDA_483,2018,Jun,Corn,rotated,Std_N,Endosphere,1,1,1478,40,3.5309907157363356,0.9671061907525987,30.400857270095745,3.316185297374973
USDA_484,2018,Jun,Corn,rotated,Std_N,Endosphere,1,2,1803,66,4.024116685240589,0.9789919986071159,47.60091078148566,5.192400960037909
USDA_485,2018,Jun,Soybean,continuous,Low_N,Endosphere,1,1,3672,41,3.6526913044128824,0.9729471036780726,36.96461880088823,4.032173313453078
USDA_486,2018,Jun,Soybean,continuous,Low_N,Endosphere,1,2,4188,88,4.429895046798293,0.9875452582491112,80.29070533948583,8.758268038203601
USDA_487,2018,Jun,Soybean,continuous,Std_N,Endosphere,1,1,569,22,2.943701366162374,0.9401935378257418,16.72060114651655,1.8239160558111023
USDA_488,2018,Jun,Soybean,continuous,Std_N,Endosphere,1,2,199,7,1.8409421324774715,0.8291709805307947,5.853806356245381,0.6385447094400295
USDA_489,2018,Jun,Soybean,rotated,Low_N,Endosphere,1,1,12,1,0,0,1,0.10908196660088885
USDA_490,2018,Jun,Soybean,rotated,Low_N,Endosphere,1,2,7704,92,4.353803937225681,0.9861645216197652,72.27794894526997,7.884220812828689
USDA_491,2018,Jun,Soybean,rotated,Std_N,Endosphere,1,1,18396,72,4.155858898058134,0.98330816761975115,59.90954002050019,6.535050443590816
USDA_492,2018,Jun,Soybean,rotated,Std_N,Endosphere,1,2,1210,38,3.6089994271957346,0.972224574824124,36.00304923031525,3.927283413671405
USDA_497,2018,Jun,Corn,continuous,Low_N,Endosphere,1,1,5613,89,4.222836348554768,0.9831671780492011,59.40774535148803,6.480313694265128
USDA_498,2018,Jun,Corn,continuous,Low_N,Endosphere,1,2,1131,41,3.586198684047241,0.9695730248186116,32.86557385473138,3.5850414295408544
USDA_499,2018,Jun,Corn,continuous,Std_N,Endosphere,1,1,980,35,3.354158789693519,0.9602665556018326,25.167714884696018,2.7453438344731045
USDA_500,2018,Jun,Corn,continuous,Std_N,Endosphere,1,2,6071,123,4.623650138641497,0.9893341681986896,93.75733825815101,10.227234840463867
USDA_501,2018,Jun,Soybean,rotated,Low_N,Endosphere,2,1,14707,42,3.6265465395457963,0.9725236474602894,36.3949326445254,3.9700308271717186
USDA_502,2018,Jun,Soybean,rotated,Low_N,Endosphere,2,2,179,5,1.5455153462117166,0.7783152835429605,4.510910882725609,0.49205903024906095
USDA_503,2018,Jun,Soybean,rotated,Std_N,Endosphere,2,1,7632,72,3.9687386815923227,0.9775444490043027,44.532418740988,4.85768381376125
USDA_504,2018,Jun,Soybean,rotated,Std_N,Endosphere,2,2,7,1,0,0,1,0.10908196660088885
USDA_509,2018,Jun,Corn,continuous,Low_N,Endosphere,2,1,3088,66,4.095736959577169,0.982209253939703,56.208997453550886,6.131387982897684
USDA_510,2018,Jun,Corn,continuous,Low_N,Endosphere,2,2,311,10,2.125323248229756,0.8657478727473868,7.4486715440893345,0.812515740593344
USDA_511,2018,Jun,Corn,continuous,Std_N,Endosphere,2,1,1919,80,4.191111899549354,0.9822696759130398,56.40054829767356,6.152282725678646
USDA_512,2018,Jun,Corn,continuous,Std_N,Endosphere,2,2,1680,59,3.91164562285427,0.9774766156462585,44.39830108541765,4.843053996135735
USDA_513,2018,Jun,Corn,rotated,Low_N,Endosphere,2,1,237,10,2.0957236613978827,0.8492228809485659,6.63230605738576,0.7234649878386263
USDA_514,2018,Jun,Corn,rotated,Low_N,Endosphere,2,2,518,17,2.630116193834635,0.9177785065815954,12.162269966458163,1.326684326272183
USDA_515,2018,Jun,Corn,rotated,Std_N,Endosphere,2,1,526,17,2.7465402700048216,0.9300409142824098,14.294069022525314,1.5592251597059061
USDA_516,2018,Jun,Corn,rotated,Std_N,Endosphere,2,2,191,5,1.569892159678287,0.7839697376716648,4.628981093769827,0.5049383610667463
USDA_517,2018,Jun,Soybean,continuous,Low_N,Endosphere,2,1,6180,46,3.675625163504817,0.9731283710895361,37.213970293055,4.059373064593496
USDA_518,2018,Jun,Soybean,continuous,Low_N,Endosphere,2,2,2575,37,3.5725230258584153,0.9710900556131586,34.59017376924321,3.773164179815529
USDA_519,2018,Jun,Soybean,continuous,Std_N,Endosphere,2,1,573,21,2.8759682322121267,0.9342275583332572,15.203936096318595,1.6584752494606734
USDA_520,2018,Jun,Soybean,continuous,Std_N,Endosphere,2,2,16845,74,3.9273005691243292,0.97721588971293,43.890236985356566,4.787633364941762
USDA_521,2018,Jun,Corn,rotated,Low_N,Rhizosphere,1,1,13678,450,5.947010893794671,0.9969896789144068,332.1904778815115,36.23599061340435
USDA_522,2018,Jun,Corn,rotated,Low_N,Rhizosphere,1,2,12507,344,5.576832416952942,0.9953341679950505,214.32404744517046,23.378888585181404
USDA_523,2018,Jun,Corn,rotated,Std_N,Rhizosphere,1,1,10674,270,5.417116816861522,0.9947867137015027,191.8175873610204,20.923839657977908
USDA_524,2018,Jun,Corn,rotated,Std_N,Rhizosphere,1,2,8136,270,5.381678933265795,0.9944361235109336,179.73080494599483,19.60538966226988
USDA_525,2018,Jun,Soybean,continuous,Low_N,Rhizosphere,1,1,19549,523,5.997255653410662,0.9968739523542183,319.89275702479614,34.894531037645066
USDA_526,2018,Jun,Soybean,continuous,Low_N,Rhizosphere,1,2,22422,625,6.185791387731067,0.9973536342850957,377.87672141004924,41.219535904104376
USDA_527,2018,Jun,Soybean,continuous,Std_N,Rhizosphere,1,1,22471,532,5.722524399706482,0.9932374707884761,147.87366807908487,16.13035052255366
USDA_528,2018,Jun,Soybean,continuous,Std_N,Rhizosphere,1,2,20522,612,6.246942833609779,0.9977613239009175,446.6925788906519,48.726104971415
USDA_529,2018,Jun,Soybean,rotated,Low_N,Rhizosphere,1,1,16975,461,5.9010586165580206,0.9967575534496932,308.4090930983514,33.64187039276479
USDA_530,2018,Jun,Soybean,rotated,Low_N,Rhizosphere,1,2,3020,64,3.9945326247781123,0.9786616815051972,46.86404883513005,5.11202260981608
USDA_531,2018,Jun,Soybean,rotated,Std_N,Rhizosphere,1,1,15001,424,5.784581720565925,0.9961688619465455,261.0190460503804,28.472470863463464
USDA_532,2018,Jun,Soybean,rotated,Std_N,Rhizosphere,1,2,10408,300,5.511718339596453,0.9954073272436919,217.73813486416302,23.751303954992462
USDA_537,2018,Jun,Corn,continuous,Low_N,Rhizosphere,1,1,9464,290,5.494743120630806,0.9952366765655178,209.9374551727694,22.90039047343163
USDA_538,2018,Jun,Corn,continuous,Low_N,Rhizosphere,1,2,11898,384,5.746472118152982,0.996207608907235,263.6858845881608,28.763374855771588
USDA_539,2018,Jun,Corn,continuous,Std_N,Rhizosphere,1,1,2600,80,4.24377800865314,0.984035798816568,62.640152708537954,6.8329110456273146
USDA_540,2018,Jun,Corn,continuous,Std_N,Rhizosphere,1,2,8457,282,5.453219726486924,0.9949766116450883,199.06882154994616,21.71481854358953
USDA_541,2018,Jun,Soybean,rotated,Low_N,Rhizosphere,2,1,19368,503,5.992074027866674,0.9970570598871468,339.7962451334023,37.065642662749234
USDA_542,2018,Jun,Soybean,rotated,Low_N,Rhizosphere,2,2,22805,536,6.089174030661217,0.9974058951230467,385.489425999788,42.04994469190469
USDA_543,2018,Jun,Soybean,rotated,Std_N,Rhizosphere,2,1,27,2,0.5722806988018472,0.384087791495199,1.6236080178173722,0.17710635557248994
USDA_544,2018,Jun,Soybean,rotated,Std_N,Rhizosphere,2,2,7224,182,5.039708858810421,0.9926938888950207,136.87172089656366,14.930236487445137
USDA_549,2018,Jun,Corn,continuous,Low_N,Rhizosphere,2,1,8331,243,5.300370437475411,0.9942415709311823,173.65847317892147,18.943007771264465
USDA_550,2018,Jun,Corn,continuous,Low_N,Rhizosphere,2,2,9288,297,5.462011351018359,0.9950230994620605,200.9282669759772,21.917650507448023
USDA_551,2018,Jun,Corn,continuous,Std_N,Rhizosphere,2,1,5634,142,4.790940666141125,0.9906061869659198,106.453044825574,11.612107480226186
USDA_552,2018,Jun,Corn,continuous,Std_N,Rhizosphere,2,2,4067,100,4.4284841461483895,0.9863599558634573,73.31354576199067,7.997185750202203
USDA_553,2018,Jun,Corn,rotated,Low_N,Rhizosphere,2,1,9491,293,5.493702075124788,0.9951958768318251,208.15452997220112,22.70590548625136
USDA_554,2018,Jun,Corn,rotated,Low_N,Rhizosphere,2,2,8580,288,5.443525798764127,0.9947356567286637,189.9572175402924,20.720906859327954
USDA_555,2018,Jun,Corn,rotated,Std_N,Rhizosphere,2,1,9167,304,5.501187401673141,0.9951597741715845,206.60193045731583,22.536544877824088
USDA_556,2018,Jun,Corn,rotated,Std_N,Rhizosphere,2,2,4981,182,4.971967228048149,0.9914848881078353,117.43826888759507,12.81039732446285
USDA_557,2018,Jun,Soybean,continuous,Low_N,Rhizosphere,2,1,17336,445,5.907605812271794,0.9968224067902798,314.703592939777,34.32848681423648
USDA_558,2018,Jun,Soybean,continuous,Low_N,Rhizosphere,2,2,14110,372,5.779071620806052,0.9965354125050667,288.6346502902408,31.484835282819283
USDA_559,2018,Jun,Soybean,continuous,Std_N,Rhizosphere,2,1,13366,408,5.875245681654573,0.996834547219256,315.91057244106184,34.460146511883586
USDA_560,2018,Jun,Soybean,continuous,Std_N,Rhizosphere,2,2,15729,507,6.044691969246316,0.9972372877165254,361.9631352789104,39.483650633247116
USDA_561,2018,Jun,Corn,rotated,Low_N,Bulk Soil,1,1,6703,194,5.070482022817885,0.9927279884231119,137.5135324561645,15.000246554553582
USDA_562,2018,Jun,Corn,rotated,Low_N,Bulk Soil,1,2,8009,245,5.295211790060726,0.99410949546537275,169.76474495885836,18.518272239610603
USDA_563,2018,Jun,Corn,rotated,Std_N,Bulk Soil,1,1,8400,239,5.336483303999707,0.9945582482993197,183.7643565903586,20.045377408023327
USDA_564,2018,Jun,Corn,rotated,Std_N,Bulk Soil,1,2,8319,256,5.394131710929536,0.9947192980075749,189.36876222790767,20.656716996596288
USDA_565,2018,Jun,Soybean,continuous,Low_N,Bulk Soil,1,1,9972,320,5.567631658897168,0.9955312098102524,223.7742112606328,24.409731038872593
USDA_566,2018,Jun,Soybean,continuous,Low_N,Bulk Soil,1,2,12257,327,5.646983183304229,0.9960480130572797,253.03727327390047,27.601803392043596
USDA_567,2018,Jun,Soybean,continuous,Std_N,Bulk Soil,1,1,12245,337,5.630034881662568,0.9958230565854581,239.40951570436107,26.11526079599809
USDA_568,2018,Jun,Soybean,continuous,Std_N,Bulk Soil,1,2,8997,175,4.71789909882374,0.9885322202852521,87.20083790186271,9.51203888758051
USDA_569,2018,Jun,Soybean,rotated,Low_N,Bulk Soil,1,1,6765,207,5.062807980403001,0.9922654591996434,129.2901577238942,14.103224666661479
USDA_570,2018,Jun,Soybean,rotated,Low_N,Bulk Soil,1,2,9234,299,5.500497583042537,0.9952646023029186,211.17550498796348,23.03543938202287
USDA_571,2018,Jun,Soybean,rotated,Std_N,Bulk Soil,1,1,10379,308,5.543081844230111,0.9953840308832488,216.63923104923288,23.631433365754663
USDA_572,2018,Jun,Soybean,rotated,Std_N,Bulk Soil,1,2,5419,204,5.0888607502079575,0.9921421899619081,127.26192096173764,13.881980611913223
USDA_577,2018,Jun,Corn,continuous,Low_N,Bulk Soil,1,1,8171,260,5.35921439530148,0.9944050078393336,178.731260256297,19.496357361812162
USDA_578,2018,Jun,Corn,continuous,Low_N,Bulk Soil,1,2,10423,299,5.506228567317893,0.9951206532973093,204.94546932861965,22.35585484030798
USDA_579,2018,Jun,Corn,continuous,Std_N,Bulk Soil,1,1,2143,58,3.920991151172075,0.9777358442086129,44.915244457050086,4.899443195734696
