"ASV","relab_sum","shap_p","Year","Month","Species","Rotation","Nitrogen","Block","Rep","Residual","Kingdom","Phylum","Class","Order","Family","Genus","species","taxa"
"asv_001594",0.0909873656672522,0.867340869560326,6.38379832,2.5747829,21.04901589,0,7.81891332,0.0028944,0.7598583,61.41073687,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"asv_001450",0.0517098892408686,0.866155573194039,20.18715824,22.09717603,0.51548202,0.4833358,3.17359844,8e-08,7.749e-05,53.54317191,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_001096",0.0763445355791198,0.866026111223937,21.26211642,5.98925846,1.3e-07,4.23888967,1.52486683,1.38e-06,0,66.9848671,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001216",0.113885066496975,0.865968516579829,9.38202195,7.09343604,0,0.08361469,1.09978511,0,0.22602433,82.11511788,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_003510",0.0662725885791017,0.865063280951563,12.70793562,1.54e-06,16.32581762,1.40358801,5.281e-05,2.52e-06,0,69.56260188,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"asv_001553",0.0504793939033437,0.864758289352909,2.19e-06,1.77100804,0,0.07401671,1e-07,0,4.36874648,93.78622648,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_001133",0.0667055921899121,0.864370408559453,0,0,0.01863055,0,0,0.98642561,6.4e-07,98.99494321,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"asv_000895",0.0383903223397322,0.864084565767444,20.22027694,21.98532519,1.99712844,2.3e-07,2.78643392,3.1e-07,0,53.01083497,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_000750",0.180330254698878,0.86240595756883,25.51527245,6.6880191,1.642e-05,0.57303058,3.11e-05,0.48871035,5.538e-05,66.73486462,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"asv_001364",0.0340377967744516,0.862113769800573,1.64486687,17.72796581,8.67518631,0.04354323,0.0087717,0,1.13053114,70.76913494,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"f__Oxalobacteraceae g__Herbaspirillum "
"asv_002114",0.0485979563351007,0.862103853138802,4.01e-06,0,1.2249541,0.46017403,0,1.02755506,2e-08,97.28731278,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"asv_002006",0.094227463902845,0.86159560885959,8.89824406,5.96050457,16.88771531,3.11e-06,3.2e-07,0,6.7e-07,68.25353195,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella",NA,"f__Comamonadaceae g__Hylemonella "
"asv_002102",0.0814006025460896,0.860838458494647,0.21656425,0.45996216,11.2131361,0.00129462,7.85420921,8.117e-05,0.00634958,80.2484029,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Phyllobacteriaceae","Mesorhizobium",NA,"f__Phyllobacteriaceae g__Mesorhizobium "
"asv_003979",0.0218320535276592,0.860417412790106,9.31586708,4.11992865,0.68861536,4.41e-06,4.4e-06,0,1.504e-05,85.87556506,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"asv_002963",0.0239140597614893,0.858665409969759,5.28201412,0.28343582,1.3568754,0,4.926e-05,0,3.076e-05,93.07759463,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_001103",0.087219308073106,0.857990590952727,1.9e-07,1.48672696,0,2.04e-06,1.31440714,7.6e-07,2.19039913,95.00846378,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"asv_001982",0.0500731072584939,0.855741804176318,15.41726643,3.36384205,0,6e-07,12.66437101,2.28e-06,0,68.55451763,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001332",0.0622344884934237,0.85494066918904,1.15726148,0,0,7.4e-07,0,3.28e-06,0,98.8427345,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"asv_004042",0.0345835050658135,0.853364901925154,0.99669402,2.94400495,25.06950291,1.18982269,0.61526121,0,0,69.18471421,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Novosphingobium",NA,"f__Sphingomonadaceae g__Novosphingobium "
"asv_001652",0.0489527391504051,0.85250109277003,0,0,0,0.03516693,0,4.3e-07,1.113e-05,99.96482152,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_002823",0.0647723949151826,0.852213058297623,0,2.51413472,0,2.353e-05,0.03918587,2.392e-05,2.41e-06,97.44662956,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_002217",0.0345367566089031,0.852049125688661,17.95827209,28.20040811,0,0.83957335,2.6159513,9.74e-06,0,50.38578541,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_001996",0.0465741131118377,0.851499461342506,17.17555074,5.61313977,1.44358824,4.1e-07,2.1042164,0.88095751,9.16e-06,72.78253777,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"asv_002557",0.0635766732497252,0.85101479512305,2.78921527,1.20819693,15.2041164,0.00074724,0,0,0.29669162,80.50103254,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"asv_003093",0.0307876667104394,0.850670309033119,11.22855113,3.10334748,0,0,1e-06,1.12384854,1.06746207,83.47678979,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1145","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1145"
"asv_002951",0.0324398253290849,0.850580931941652,21.80805168,3.89166823,0,0.17969423,0,2e-06,0,74.12058386,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001795",0.0718813015144936,0.850547582549294,3.83861812,5.09579956,0,3.1840066,8.6e-07,2.23e-05,3.5e-07,87.88155222,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_001178",0.199102506234326,0.849954727526396,4.82e-06,2.86473002,0,0,25.29498015,6.3e-07,0,71.84028439,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"asv_002550",0.0251599286331245,0.849440178433274,0,5.5e-07,3e-08,1e-07,4.24783469,0,1.62e-06,95.75216301,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21",NA,NA,"f__0319-6A21  "
"asv_000976",0.138231775809559,0.849323405034917,5.22494302,9.90351503,1.06e-06,1.21e-05,0.00012228,4.632e-05,0.20639715,84.66496304,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_001221",0.0311931972607429,0.847941535960389,15.0019607,28.98673093,1.65421197,0.00426357,2.71440151,0,0.00082415,51.63760717,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_001883",0.0897203302439224,0.847124807111126,0,1.27647145,0.45608857,1.31e-06,2.39e-06,0.00011568,0,98.2673206,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_002151",0.033226578775347,0.846744891761264,13.51521649,13.79591125,2.69478587,5.768e-05,0.00013944,0,2.72773151,67.26615776,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas","maltophilia","f__Xanthomonadaceae g__Stenotrophomonas s__maltophilia"
"asv_000381",0.115465842745447,0.845287720033353,29.92573411,1.03884972,0.07390514,5.483e-05,1.6493301,0.41230642,1.05357339,65.84624629,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001926",0.0310018864766092,0.8449775473883,15.56253349,33.39769384,5.458e-05,0.00254235,0,1.86461381,0.00028901,49.17227291,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_002873",0.0387716532720345,0.843759379793951,15.3781651,0.48905778,15.24621177,0,0.91784796,1.77399965,5.3e-07,66.19471722,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"asv_002124",0.0966671038896771,0.843703583474005,0,4.09e-05,4.07654597,0,4.59306998,0,0.00054039,91.32980276,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_000832",0.0456488368775364,0.843377880127293,5.24192652,0.87833915,2.11326763,1e-08,1.31e-06,0.49447573,0.80600021,90.46598943,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_002048",0.087489455565146,0.842902097166703,1.218e-05,1.09581883,3.23351085,0,5.28146164,0.16795265,5.565357,84.65588686,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,"f__Caulobacteraceae g__Caulobacter "
"asv_002585",0.0263661453572806,0.842227209235807,0.52896861,4.8825727,4.72403581,0.00028372,2.13051264,3.69e-06,0.77818488,86.95543796,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira",NA,"f__Nitrospiraceae g__Nitrospira "
"asv_000934",0.0820724293019953,0.841361415925556,18.0431535,3.70004518,2.2965083,0.00085127,5.80934465,0.06477849,0.87630847,69.20901013,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_001126",0.130063621105276,0.84048216028824,18.01205916,5.38851094,0,5.26e-06,4.97727892,0.1991194,2e-06,71.42302431,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae",NA,NA,"f__Oxalobacteraceae  "
"asv_002804",0.0175132190450501,0.840128285738951,5.22852173,0,1.37821581,0,2.07316687,3.3e-05,8.3e-07,91.32006177,"Bacteria","Proteobacteria","Betaproteobacteria","A21b","EB1003",NA,NA,"f__EB1003  "
"asv_001481",0.0491303953288142,0.840058859339119,3.01e-06,0.13956638,3.66e-06,7.46e-06,0.22247845,4.596e-05,2.75e-06,99.63789232,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_001588",0.0451812094526015,0.838980236958847,1.92152623,0,4.8e-07,6e-08,1.70924391,0,7e-08,96.36922925,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Hyphomicrobiaceae","Rhodoplanes",NA,"f__Hyphomicrobiaceae g__Rhodoplanes "
"asv_001620",0.051248067386122,0.838611364717285,13.21216506,0.90773203,16.46157768,5.3e-07,2.77880752,0,1.25e-06,66.63971593,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingobium",NA,"f__Sphingomonadaceae g__Sphingobium "
"asv_000765",0.0876717272012161,0.838369816668103,0.9856014,9.9e-07,0.02338737,0.6470996,0,9.8e-07,0,98.34390966,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Geodermatophilaceae",NA,NA,"f__Geodermatophilaceae  "
"asv_000476",0.159736846839316,0.837752943982967,1.008e-05,1.70045751,1.06112252,2.95503887,12.44938052,0,9.12e-06,81.83398138,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"asv_000900",0.0594286618551163,0.837695578824603,3.81798349,0,0,5.2e-07,0,5.7e-07,3.18909685,92.99291856,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_001143",0.204186284006899,0.836827730262843,20.27034447,4.16587807,0,2.91360469,0.08138082,0,1.51e-06,72.56879044,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA,"f__Sphingobacteriaceae  "
"asv_001595",0.0474805187305869,0.835571612675922,13.94756228,4.68769452,1.196e-05,0,0.70488351,1.874e-05,0.12555312,80.53427587,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_002746",0.042870840437274,0.835481052877912,8.08468298,7.33e-06,0.25248016,1e-08,3.56527756,7.1e-07,9.38e-06,88.09754186,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae",NA,NA,"f__Sphingobacteriaceae  "
"asv_002556",0.00885905613678864,0.834616973067642,0.69523726,2.32937783,0.55045047,0.54742404,0.55069491,0,0,95.32681549,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_001244",0.0577616644925444,0.833800569213937,3.15844331,0,0.00016821,0,0,1.16515766,8.07e-06,95.67622276,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"asv_002659",0.0288385355111383,0.832012483287262,25.09691558,5.09501287,0.00088557,1.00462626,0.00015326,9.7e-07,2.22e-05,68.80238329,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_000440",0.111813705746364,0.831551117086833,34.99532496,3.4289131,0.26595737,0,7.94166188,4e-08,1.16822146,52.19992118,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001118",0.115035777101795,0.831417127235618,15.40649083,0.7068218,25.31537342,0.21948815,0,0,2.28e-06,58.35182352,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae","Chitinophaga",NA,"f__Chitinophagaceae g__Chitinophaga "
"asv_000203",0.370812992160922,0.831130798582007,59.34411584,20.10751592,2e-08,9.4e-07,2.2e-07,0,0,20.54836705,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_001110",0.0417423007423078,0.83113014294057,2.80303384,12.58812543,2.4799084,0,0.0001521,1.805e-05,2.5e-06,82.12875967,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"f__Oxalobacteraceae g__Herbaspirillum "
"asv_000912",0.0851224700259702,0.830809262354049,24.8517137,5.3e-07,2.15779995,7.3e-07,8.25153359,2e-08,0,64.73895148,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Micrococcaceae","Arthrobacter","psychrolactophilus","f__Micrococcaceae g__Arthrobacter s__psychrolactophilus"
"asv_000355",0.124323912179068,0.830235912226972,0.91650493,22.97124704,0.36288183,0,3.0381138,0.68519477,1.1e-07,72.02605753,"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacteriales","Enterobacteriaceae",NA,NA,"f__Enterobacteriaceae  "
"asv_000594",0.205912059630728,0.829705604684362,11.95633478,0,25.73699611,2.81e-06,6.99800261,4.34e-06,1.71250054,53.59615882,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium",NA,"f__Caulobacteraceae g__Phenylobacterium "
"asv_000650",0.147991786172693,0.828303166289666,4.79362084,0,19.72512977,2.13046941,13.5835669,0.1254283,1.6e-07,59.64178462,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"asv_001115",0.0246450388120689,0.827761189176587,1.71435888,1.54168514,2.60842493,0.7313287,1.40652759,4.6e-06,0,91.99767016,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Bradyrhizobiaceae","Bradyrhizobium",NA,"f__Bradyrhizobiaceae g__Bradyrhizobium "
"asv_000770",0.0833053668017515,0.827035592797975,7.52559396,0,6.5e-07,0.19241576,1.34830926,0.02688407,0,90.90679629,"Bacteria","Verrucomicrobia","[Spartobacteria]","[Chthoniobacterales]","[Chthoniobacteraceae]","DA101",NA,"f__[Chthoniobacteraceae] g__DA101 "
"asv_001069",0.108511144631644,0.826919571865463,1.564e-05,0.35663001,0.43424524,0.92359242,14.91591242,0.00065578,0,83.3689485,"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Kaistobacter",NA,"f__Sphingomonadaceae g__Kaistobacter "
"asv_001833",0.0736456619599072,0.82635980204917,2.65997259,21.36052603,0.05779921,2e-08,2.16247733,1.1e-07,1e-07,73.75922461,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Delftia",NA,"f__Comamonadaceae g__Delftia "
"asv_002785",0.0247239516298784,0.825954683090601,0.13338391,1.53e-06,0,0,0,1.481e-05,0,99.86659976,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Intrasporangiaceae",NA,NA,"f__Intrasporangiaceae  "
"asv_000421",0.115242703144198,0.825004251328901,8.05800409,31.13997159,0.06817333,0.00013241,1.23e-06,0,0.23867413,60.49504322,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_000554",0.0920174522255508,0.823035811530129,17.54456079,30.81486324,5.6e-07,0.00206749,1.26e-06,7.7e-07,3e-08,51.63850586,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_000781",0.122663842597454,0.822717507059797,2.78820044,0,22.16070126,1.81391792,13.2637265,1e-08,0,59.97345386,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia",NA,"f__Burkholderiaceae g__Burkholderia "
"asv_001668",0.0324514455182719,0.822364474319315,13.19805924,21.92991589,1.79508079,1.1e-07,0.47599946,0.41153658,1.349e-05,62.18939445,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_000671",0.111237689011828,0.822248162035542,0,0.45199189,5.82167714,2.11801377,21.38215303,0.59970309,1.2e-07,69.62646096,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"asv_000962",0.0373478589967949,0.820514600898726,20.60038202,30.76049992,0.38820645,2.271e-05,2.08541484,0.00156096,4.233e-05,46.16387077,"Bacteria","Bacteroidetes","Sphingobacteriia","Sphingobacteriales","Sphingobacteriaceae","Pedobacter",NA,"f__Sphingobacteriaceae g__Pedobacter "
"asv_001585",0.0610875668547666,0.816606001195836,0.1034406,1.03285308,10.86991602,3.67e-06,15.9270843,0,1.29e-06,72.06670104,"Bacteria","Bacteroidetes","[Saprospirae]","[Saprospirales]","Chitinophagaceae",NA,NA,"f__Chitinophagaceae  "
"asv_001753",0.0405504800844593,0.815926262777481,0,4.3497652,1.74714738,6.23e-06,0.03189721,0,2.16e-06,93.87118182,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_001095",0.13400113977797,0.815426050011841,7.69581237,3.74741866,0.00012378,2e-08,5.17e-06,0.11193212,9e-08,88.4447078,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptomycetaceae","Streptomyces","mirabilis","f__Streptomycetaceae g__Streptomyces s__mirabilis"
"asv_002844",0.0375724556854451,0.815069808917134,21.17795467,7.02612806,6.4e-06,0,0.0106985,1.01e-06,0.00071165,71.78449971,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001363",0.0548646136314282,0.814894557897698,4.05334294,17.61172572,8.01208413,1.77e-06,2.6e-07,2e-08,6.4e-07,70.32284452,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"f__Oxalobacteraceae g__Herbaspirillum "
"asv_004397",0.0289631037832172,0.813815270341805,4.49267155,2.43834724,3.43e-06,4.72e-06,8.07741719,0.24293209,4.831e-05,84.74857547,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera","SCA1170","f__Nitrososphaeraceae g__Nitrososphaera s__SCA1170"
"asv_001505",0.0690692453155827,0.813497581045201,5.9360288,6.2151893,0,5.98555439,0,1.419e-05,0.42402158,81.43919174,"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas",NA,"f__Xanthomonadaceae g__Stenotrophomonas "
"asv_001674",0.053634141993411,0.81341230738804,18.80920273,1.70976517,1.39299682,2e-08,1.63477305,4.9e-07,0,76.45326173,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas",NA,"f__Pseudomonadaceae g__Pseudomonas "
"asv_002744",0.0593777728011878,0.812716614674659,3.20434098,0,1.16e-06,0.16902845,13.32016868,0.00020016,0.6107597,82.69550087,"Archaea","Crenarchaeota","Thaumarchaeota","Nitrososphaerales","Nitrososphaeraceae","Candidatus Nitrososphaera",NA,"f__Nitrososphaeraceae g__Nitrososphaera "
"asv_000873",0.0570488593913105,0.810830278094964,0,2.27264099,0,2.09e-06,0,0,2.78668626,94.94067066,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_000230",0.293867967557634,0.809494335940765,59.24643269,20.42774243,4.96e-06,2.6e-07,9e-08,3.53e-06,0,20.32581605,"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas","veronii","f__Pseudomonadaceae g__Pseudomonas s__veronii"
"asv_002309",0.0164774028950269,0.808502277214849,3.52795668,18.33141435,1.31487323,1.06947274,0.10861429,3e-08,7e-08,75.64766862,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Oxalobacteraceae","Herbaspirillum",NA,"f__Oxalobacteraceae g__Herbaspirillum "
"asv_000837",0.0800711222467745,0.808227718873075,8.3e-07,0,0,0,9.2e-07,7e-08,0.77473633,99.22526185,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA,"f__Pseudonocardiaceae g__Pseudonocardia "
"asv_001814",0.074264161207107,0.807562357774923,3.29623506,2.9533761,3.07699411,2.9e-07,0,9.44e-06,3.57e-06,90.67338142,"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Caulobacter",NA,"f__Caulobacteraceae g__Caulobacter "
"asv_004528",0.0297622209243684,0.806846715192187,2.359e-05,3.6586102,9.66317606,1e-08,3.4e-07,0.56590539,0.63218782,85.48009659,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobium","leguminosarum","f__Rhizobiaceae g__Rhizobium s__leguminosarum"
"asv_000963",0.134123810781754,0.806665473933018,3.41630329,0,0,0.7823472,1.7e-07,0,5.77e-06,95.80134357,"Bacteria","Proteobacteria","Betaproteobacteria","Burkholderiales","Comamonadaceae","Methylibium",NA,"f__Comamonadaceae g__Methylibium "
"asv_002671",0.0467279128787166,0.806333602193431,3.08931735,4.08965283,5.53e-06,0,4.97e-06,1.72092849,0.16612858,90.93396224,"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae","Skermanella",NA,"f__Rhodospirillaceae g__Skermanella "
"asv_001831",0.0283606543512147,0.805956090666594,0,1.54857584,2.367e-05,0.127323,6.27895295,0.1090405,0,91.93608404,"Bacteria","Nitrospirae","Nitrospira","Nitrospirales","0319-6A21",NA,NA,"f__0319-6A21  "
"asv_000892",0.0468122614429473,0.805576422697835,1.32879184,0.66169861,0,0,1.25405657,0,0,96.75545297,"Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","Gaiellaceae",NA,NA,"f__Gaiellaceae  "
"asv_001007",0.0693187882889543,0.804840446829618,4.57766967,0.08919956,1.46e-06,3.419e-05,0,0,1.14604011,94.18705501,"Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Propionibacteriaceae","Microlunatus",NA,"f__Propionibacteriaceae g__Microlunatus "
