Sample_ID,Year,Month,Species,Rotation,Nitrogen,Fraction,Block,Rep,ASV_counts,Observed,Shannon,Simpson,InvSimpson,Evenness,asv_001346,asv_002099,asv_001060,asv_001681,asv_001149,asv_001363,asv_000650,asv_001021,asv_000556,asv_001277,asv_001577,asv_003649,asv_001410
USDA_540,2018,Jun,Corn,continuous,Std_N,Rhizosphere,1,2,8457,282,5.453219726486924,0.9949766116450883,199.06882154994616,21.71481854358953,0,0,0.08014571948998178,0,0,0,0.4790528233151184,0,0,0,0,0,0
USDA_541,2018,Jun,Soybean,rotated,Low_N,Rhizosphere,2,1,19368,503,5.992074027866674,0.9970570598871468,339.7962451334023,37.065642662749234,0.0343980343980344,0,0,0.07002457002457002,0,0,0,0,0,0.1977886977886978,0.08968058968058969,0,0
USDA_542,2018,Jun,Soybean,rotated,Low_N,Rhizosphere,2,2,22805,536,6.089174030661217,0.9974058951230467,385.489425999788,42.04994469190469,0,0,0,0,0,0,0,0,0,0.4062165058949625,0,0,0
USDA_543,2018,Jun,Soybean,rotated,Std_N,Rhizosphere,2,1,27,2,0.5722806988018472,0.384087791495199,1.6236080178173722,0.17710635557248994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
USDA_544,2018,Jun,Soybean,rotated,Std_N,Rhizosphere,2,2,7224,182,5.039708858810421,0.9926938888950207,136.87172089656366,14.930236487445137,0,0,0,0,0,0,0,0,0.22427440633245382,0.41160949868073876,0.16886543535620052,0,0.10817941952506596
USDA_549,2018,Jun,Corn,continuous,Low_N,Rhizosphere,2,1,8331,243,5.300370437475411,0.9942415709311823,173.65847317892147,18.943007771264465,0,0,0,0,0,0,0,0,0,0,0,0,0
USDA_550,2018,Jun,Corn,continuous,Low_N,Rhizosphere,2,2,9288,297,5.462011351018359,0.9950230994620605,200.9282669759772,21.917650507448023,0.14991181657848324,0,0.21164021164021163,0.18342151675485008,0,0,0.10052910052910052,0,0,0,0.0564373897707231,0,0
USDA_551,2018,Jun,Corn,continuous,Std_N,Rhizosphere,2,1,5634,142,4.790940666141125,0.9906061869659198,106.453044825574,11.612107480226186,0.044444444444444446,0,0,0,0,0,0.802020202020202,0,0,0,0,0,0
USDA_552,2018,Jun,Corn,continuous,Std_N,Rhizosphere,2,2,4067,100,4.4284841461483895,0.9863599558634573,73.31354576199067,7.997185750202203,0,0.13870246085011187,0,0,0,0,0.49328859060402686,0,0.14988814317673377,0,0,0,0
USDA_553,2018,Jun,Corn,rotated,Low_N,Rhizosphere,2,1,9491,293,5.493702075124788,0.9951958768318251,208.15452997220112,22.70590548625136,0,0,0,0.0970464135021097,0,0,0,0,0,0,0,0,0
USDA_554,2018,Jun,Corn,rotated,Low_N,Rhizosphere,2,2,8580,288,5.443525798764127,0.9947356567286637,189.9572175402924,20.720906859327954,0,0,0,0.3541666666666667,0,0,0,0,0,0,0,0,0
USDA_555,2018,Jun,Corn,rotated,Std_N,Rhizosphere,2,1,9167,304,5.501187401673141,0.9951597741715845,206.60193045731583,22.536544877824088,0.050400916380297825,0,0,0,0,0,0.413516609392898,0,0,0,0,0,0
USDA_556,2018,Jun,Corn,rotated,Std_N,Rhizosphere,2,2,4981,182,4.971967228048149,0.9914848881078353,117.43826888759507,12.81039732446285,0,0.3815789473684211,0,0,0,0,0,0,0,0,0,0,0
USDA_557,2018,Jun,Soybean,continuous,Low_N,Rhizosphere,2,1,17336,445,5.907605812271794,0.9968224067902798,314.703592939777,34.32848681423648,0,0,0,0,0,0,0,0,0,0.5253256150506512,0.05137481910274964,0,0.07163531114327062
USDA_558,2018,Jun,Soybean,continuous,Low_N,Rhizosphere,2,2,14110,372,5.779071620806052,0.9965354125050667,288.6346502902408,31.484835282819283,0,0,0,0,0,0,0,0,0,0.5245597775718258,0.05560704355885079,0.028730305838739572,0
USDA_559,2018,Jun,Soybean,continuous,Std_N,Rhizosphere,2,1,13366,408,5.875245681654573,0.996834547219256,315.91057244106184,34.460146511883586,0,0,0,0,0,0,0,0,0,0.467986798679868,0.08250825082508251,0,0
USDA_560,2018,Jun,Soybean,continuous,Std_N,Rhizosphere,2,2,15729,507,6.044691969246316,0.9972372877165254,361.9631352789104,39.483650633247116,0,0,0.03523035230352303,0,0,0,0,0,0,0.4640921409214092,0.06436314363143632,0.0033875338753387536,0
USDA_641,2018,Aug,Corn,rotated,Low_N,Rhizosphere,1,1,7006,230,5.235806403843005,0.9938035250401984,161.3820771466523,17.603874349293196,0,0,0,0.08250825082508251,0,0,0,0.1551155115511551,0,0,0,0,0
USDA_642,2018,Aug,Corn,rotated,Low_N,Rhizosphere,1,2,3669,110,4.498686298441819,0.986777684995076,75.62972139353795,8.249838743084435,0,0,0,0,0,0,0,0,0,0,0,0,0
USDA_643,2018,Aug,Corn,rotated,Std_N,Rhizosphere,1,1,4530,134,4.6683536087151545,0.98907182433519,91.50658176369863,9.981717895709279,0,0,0.2833333333333333,0,0,0,0.5333333333333333,0,0,0,0.18333333333333332,0,0
USDA_644,2018,Aug,Corn,rotated,Std_N,Rhizosphere,1,2,3174,95,4.3417078570879575,0.9849730144379606,66.54694621695533,7.259071764629068,0,0,0,0,0,0,0.7909090909090909,0.20909090909090908,0,0,0,0,0
USDA_645,2018,Aug,Soybean,continuous,Low_N,Rhizosphere,1,1,8706,316,5.581696972595211,0.9956873879238313,231.87803176778678,25.29371171677356,0,0,0,0.19722222222222222,0,0,0,0,0,0.37777777777777777,0,0,0
USDA_646,2018,Aug,Soybean,continuous,Low_N,Rhizosphere,1,2,2169,70,4.014799323271143,0.9789236445228364,47.446533205587215,5.175561150459829,0,0,0.2714285714285714,0,0,0,0,0,0,0,0,0,0
USDA_647,2018,Aug,Soybean,continuous,Std_N,Rhizosphere,1,1,8113,290,5.492832107602457,0.9952456192056948,210.33233206683775,22.94346442160186,0,0,0,0,0,0,0,0,0,0.5894736842105263,0,0,0
USDA_648,2018,Aug,Soybean,continuous,Std_N,Rhizosphere,1,2,8744,312,5.554945567349486,0.9955017645350224,222.30939393586954,24.249945884376363,0,0,0,0.18055555555555555,0,0,0,0,0,0.7824074074074074,0,0,0
USDA_649,2018,Aug,Soybean,rotated,Low_N,Rhizosphere,1,1,14539,397,5.745738264441661,0.9961442554656635,259.3532821209344,28.290766058146673,0,0,0,0,0,0,0,0,0,0.33204633204633205,0.1364221364221364,0.023166023166023165,0.04504504504504504
USDA_650,2018,Aug,Soybean,rotated,Low_N,Rhizosphere,1,2,12828,410,5.8429544535406,0.9967077178284289,303.74067224098786,33.132629864722965,0,0,0.11428571428571428,0,0,0,0,0,0,0.16122448979591836,0.10816326530612246,0,0
USDA_651,2018,Aug,Soybean,rotated,Std_N,Rhizosphere,1,1,12205,347,5.7186220435453965,0.9963540573511941,274.2774904392689,29.91872805147194,0,0,0,0,0,0,0,0,0,0.750373692077728,0,0,0
USDA_652,2018,Aug,Soybean,rotated,Std_N,Rhizosphere,1,2,17426,429,5.870428885627685,0.9967044788456624,303.4421425830589,33.10006566254739,0,0,0,0,0,0,0,0,0,0.5435992578849722,0.07884972170686456,0,0
USDA_657,2018,Aug,Corn,continuous,Low_N,Rhizosphere,1,1,25542,499,5.827821533374491,0.9958325230098306,239.95333444165078,26.174581613336063,0,0,0.31348511383537653,0.1138353765323993,0,0,0.07705779334500876,0,0,0,0,0,0
USDA_658,2018,Aug,Corn,continuous,Low_N,Rhizosphere,1,2,20878,410,5.74435271436739,0.9959886015877313,249.2896235241906,27.193002387213916,0,0,0.16903914590747332,0,0,0,0,0,0,0,0,0,0
USDA_659,2018,Aug,Corn,continuous,Std_N,Rhizosphere,1,1,14411,333,5.577588676691384,0.9954908663153764,221.77208970540653,24.191335682254483,0,0.1645021645021645,0,0.0735930735930736,0,0,0,0.08441558441558442,0,0,0.047619047619047616,0,0
USDA_660,2018,Aug,Corn,continuous,Std_N,Rhizosphere,1,2,38769,313,5.367532927178902,0.9942009980429196,172.44346654841814,18.810472458576044,0,0,0,0,0,0.1390644753476612,0.13653603034134007,0.5783817951959545,0.03729456384323641,0,0,0,0
USDA_661,2018,Aug,Soybean,rotated,Low_N,Rhizosphere,2,1,29516,610,6.140048026130814,0.997351424227021,377.5614087397895,41.18514097793826,0,0,0,0.00737527114967462,0,0,0,0.03817787418655098,0,0.6715835140997831,0.040780911062906725,0.0021691973969631237,0.006507592190889371
USDA_662,2018,Aug,Soybean,rotated,Low_N,Rhizosphere,2,2,39746,640,5.986446765745532,0.9965500902552271,289.86265554196933,31.618788510674047,0,0,0,0,0,0,0,0,0,0.46357012750455373,0.10610200364298725,0,0.03233151183970856
USDA_663,2018,Aug,Soybean,rotated,Std_N,Rhizosphere,2,1,25478,621,6.168008739757278,0.9973325157612403,374.8850641625374,40.89320004814998,0,0,0,0,0,0,0,0,0,0.34886572654813,0.036174126302881665,0,0
USDA_664,2018,Aug,Soybean,rotated,Std_N,Rhizosphere,2,2,18972,439,5.851071690886178,0.9964719138013969,283.4397868158452,30.91816935880908,0,0,0.09102564102564102,0,0,0,0,0,0,0.517948717948718,0,0.035897435897435895,0
USDA_669,2018,Aug,Corn,continuous,Low_N,Rhizosphere,2,1,27115,481,5.858954908572666,0.9964938716401404,285.2148858691583,31.111800654455852,0.03245283018867925,0,0.129811320754717,0.03547169811320755,0,0,0,0.021132075471698115,0,0,0,0,0
USDA_670,2018,Aug,Corn,continuous,Low_N,Rhizosphere,2,2,24280,557,6.057438623460776,0.9971234960605131,347.64423099604187,37.92171639450193,0.05714285714285714,0,0.15803571428571428,0.060714285714285714,0,0,0.026785714285714284,0,0,0,0,0,0
USDA_671,2018,Aug,Corn,continuous,Std_N,Rhizosphere,2,1,20207,324,5.417396720335191,0.9940707089844977,168.6542282012255,18.397134887744766,0,0,0,0,0,0,0.7564102564102564,0,0,0,0,0,0
USDA_672,2018,Aug,Corn,continuous,Std_N,Rhizosphere,2,2,19038,365,5.5039372433899505,0.9943693429348225,177.599166211781,19.372866317059206,0.043596730245231606,0,0.08446866485013624,0,0,0,0.40054495912806537,0,0,0,0,0,0
USDA_673,2018,Aug,Corn,rotated,Low_N,Rhizosphere,2,1,26346,474,5.902262115026938,0.9967197787510044,304.85748493526114,33.25445398973913,0,0,0,0.10700828937452901,0,0,0,0,0,0,0,0,0
USDA_674,2018,Aug,Corn,rotated,Low_N,Rhizosphere,2,2,20406,457,5.962054361987512,0.997066801596896,340.92477308788784,37.188744711388594,0,0,0.050515463917525774,0.026804123711340205,0.04639175257731959,0,0,0,0,0,0,0,0
USDA_675,2018,Aug,Corn,rotated,Std_N,Rhizosphere,2,1,18849,449,5.879570275415545,0.9966904663619427,302.15737604256407,32.95992080168719,0,0.13488372093023257,0.15968992248062017,0,0,0,0.3147286821705426,0,0,0,0,0,0
USDA_676,2018,Aug,Corn,rotated,Std_N,Rhizosphere,2,2,22625,477,5.8830012577265745,0.9965371606483319,288.7803615603113,31.500729754714484,0,0,0.17233009708737865,0,0,0,0,0,0,0,0,0,0
USDA_677,2018,Aug,Soybean,continuous,Low_N,Rhizosphere,2,1,19215,368,5.710077128153321,0.9961574142631462,260.2414281636235,28.387646775111993,0,0,0,0,0,0,0,0,0,0.4835443037974684,0.2708860759493671,0,0
USDA_678,2018,Aug,Soybean,continuous,Low_N,Rhizosphere,2,2,23673,555,6.025693284385698,0.9969701786454632,330.0524628300681,36.0027717269706,0,0,0.06300114547537228,0,0,0,0,0,0,0.5624284077892325,0.052691867124856816,0,0
USDA_679,2018,Aug,Soybean,continuous,Std_N,Rhizosphere,2,1,22070,535,6.0176341083246445,0.9970151404816696,335.02414229510003,36.545092300325535,0,0,0,0,0,0,0,0,0,0.5925311203319502,0.029045643153526972,0,0
USDA_680,2018,Aug,Soybean,continuous,Std_N,Rhizosphere,2,2,13530,357,5.703427460764521,0.9963059943439587,270.70884376275455,29.52945305389403,0,0,0,0,0,0,0,0,0,0.4666666666666667,0,0,0
USDA_753,2018,Sep,Corn,rotated,Low_N,Rhizosphere,1,1,19121,442,5.900707318691502,0.9967912734177043,311.6501123896242,33.995407150848244,0,0,0,0,0.15414258188824662,0,0,0.5375722543352601,0,0,0,0,0
USDA_754,2018,Sep,Corn,rotated,Low_N,Rhizosphere,1,2,11250,333,5.587729362846468,0.9953466785185185,214.90026080932392,23.441743072124975,0,0,0,0,0,0.23809523809523808,0,0,0,0,0,0,0
USDA_755,2018,Sep,Corn,rotated,Std_N,Rhizosphere,1,1,15791,251,5.16337765047324,0.9928083411101429,139.04997655136032,15.167844898029864,0.05043859649122807,0,0,0,0,0,0.6995614035087719,0.21710526315789475,0,0,0,0,0
USDA_756,2018,Sep,Corn,rotated,Std_N,Rhizosphere,1,2,10916,244,5.171742481810142,0.9927458304134266,137.851753817677,15.037140405813796,0,0,0,0.08296943231441048,0,0,0.14410480349344978,0.6855895196506551,0,0,0,0,0
USDA_757,2018,Sep,Soybean,continuous,Low_N,Rhizosphere,1,1,24261,314,5.543625333388323,0.9955571793515099,225.08223471497618,24.552412809632457,0,0,0,0,0,0,0,0,0,0.28888888888888886,0,0,0
USDA_758,2018,Sep,Soybean,continuous,Low_N,Rhizosphere,1,2,3626,130,4.716418936296516,0.9896965867338572,97.05521599196858,10.586973829277971,0,0,0,0,0,0,0,0,0,0.6222222222222222,0,0,0
USDA_759,2018,Sep,Soybean,continuous,Std_N,Rhizosphere,1,1,21630,385,5.587326398155129,0.9950599296494291,202.42626704383696,22.08105530081843,0,0,0,0,0,0,0,0,0,1,0,0,0
USDA_760,2018,Sep,Soybean,continuous,Std_N,Rhizosphere,1,2,23648,342,5.404766821737235,0.9937431770214384,159.82552222212695,17.43408227700367,0,0,0,0,0,0,0,0,0,0.2108843537414966,0,0,0
USDA_761,2018,Sep,Soybean,rotated,Low_N,Rhizosphere,1,1,35359,486,5.821841034191595,0.996040915145477,252.58362392954498,27.552318429414097,0,0,0,0,0,0,0,0,0.7775665399239544,0,0,0,0
USDA_762,2018,Sep,Soybean,rotated,Low_N,Rhizosphere,1,2,41308,490,5.75261550527099,0.9956954550468116,232.3125930556902,25.341114516666682,0,0,0,0,0,0,0,0,0.2984790874524715,0.3574144486692015,0,0,0
USDA_763,2018,Sep,Soybean,rotated,Std_N,Rhizosphere,1,1,35305,349,5.532937672419539,0.9950980246369464,203.99939329296586,22.25265500578489,0,0,0,0,0,0,0,0,0,1,0,0,0
USDA_764,2018,Sep,Soybean,rotated,Std_N,Rhizosphere,1,2,49773,433,5.527032044847968,0.9945100326535048,182.1504458743999,19.8693288532083,0,0,0,0,0,0,0,0,0,0.12601626016260162,0.1951219512195122,0,0
USDA_765,2018,Sep,Corn,continuous,Low_N,Rhizosphere,1,1,5339,128,4.682674332399938,0.9896512254848908,96.62979887521992,10.540568493557346,0.1125,0,0.16875,0,0,0,0,0.56875,0,0,0,0,0
USDA_766,2018,Sep,Corn,continuous,Low_N,Rhizosphere,1,2,32737,579,6.108265961835825,0.9973251048576129,373.8464301473987,40.77990380720007,0.17278617710583152,0,0.06407487401007919,0.028797696184305256,0,0,0,0.3858891288696904,0,0,0,0,0
USDA_767,2018,Sep,Corn,continuous,Std_N,Rhizosphere,1,1,21356,234,5.025280895444122,0.991628221842818,119.44893679989733,13.029724934518084,0,0,0.08051529790660225,0,0.1111111111111111,0.1288244766505636,0.4927536231884058,0,0.03542673107890499,0,0,0,0
USDA_768,2018,Sep,Corn,continuous,Std_N,Rhizosphere,1,2,17235,224,4.983803352985866,0.9907763641041528,108.41711568972899,11.82635219263172,0,0,0.08171206225680934,0,0.13813229571984437,0.14591439688715954,0.33073929961089493,0,0.2918287937743191,0,0,0,0
USDA_769,2018,Sep,Soybean,rotated,Low_N,Rhizosphere,2,1,49595,468,5.774209701963055,0.9961898255596108,262.4551751225945,28.629126646953285,0,0,0,0,0.22594142259414227,0,0,0,0,0.36401673640167365,0,0,0
USDA_770,2018,Sep,Soybean,rotated,Low_N,Rhizosphere,2,2,48467,499,5.65350262912522,0.9951590785342338,206.57224189067347,22.533306390589175,0,0,0,0,0,0,0,0,0,0.518324607329843,0,0,0
USDA_771,2018,Sep,Soybean,rotated,Std_N,Rhizosphere,2,1,41740,435,5.421204982052512,0.9933301355115715,149.928083506778,16.35445019762163,0,0,0,0.07925407925407925,0,0,0,0,0,0.23543123543123542,0,0.15384615384615385,0
USDA_772,2018,Sep,Soybean,rotated,Std_N,Rhizosphere,2,2,56447,490,5.529516465959007,0.9946105551739015,185.54786852209267,20.239926396993027,0,0,0,0,0,0,0,0,0.6641025641025641,0.16282051282051282,0.041025641025641026,0,0
USDA_773,2018,Sep,Corn,continuous,Low_N,Rhizosphere,2,1,43965,668,6.004636280134884,0.996364690444123,275.0797379506108,30.006238787709787,0.03198818897637795,0,0.09055118110236221,0.08070866141732283,0,0.02066929133858268,0.043799212598425195,0.3159448818897638,0,0,0,0,0
USDA_774,2018,Sep,Corn,continuous,Low_N,Rhizosphere,2,2,37041,646,6.056059989733306,0.9966460311027436,298.1542258242218,32.52324930327163,0.09137343927355278,0,0,0.02553916004540295,0.01532349602724177,0.11804767309875142,0.07888762769580022,0.4108967082860386,0,0,0,0,0
USDA_775,2018,Sep,Corn,continuous,Std_N,Rhizosphere,2,1,34767,402,5.424950805699247,0.9936242222030469,156.8436090225564,17.108809320961367,0.21451104100946372,0.14511041009463724,0.12302839116719243,0,0.0583596214511041,0.12933753943217666,0.26498422712933756,0,0,0,0,0,0
USDA_776,2018,Sep,Corn,continuous,Std_N,Rhizosphere,2,2,33350,529,5.826159193337751,0.9958570124233236,241.37171099176115,26.329300916802687,0.027552674230145867,0.06374932468935711,0,0,0.04808211777417612,0.22798487304159915,0.22852512155591573,0.2258238789843328,0,0,0,0,0
USDA_777,2018,Sep,Corn,rotated,Low_N,Rhizosphere,2,1,26424,540,6.0582881266421,0.9971728137037046,353.7085622232804,38.58322557088829,0.03231597845601436,0,0,0,0,0.10951526032315978,0,0.29443447037701975,0,0,0,0,0
USDA_778,2018,Sep,Corn,rotated,Low_N,Rhizosphere,2,2,25568,575,6.166638925969236,0.9975124342644749,401.99942687700855,43.850888056174306,0.08465608465608465,0,0,0.050793650793650794,0.05502645502645503,0.0962962962962963,0.11216931216931217,0.2201058201058201,0,0,0,0,0
USDA_779,2018,Sep,Corn,rotated,Std_N,Rhizosphere,2,1,30919,427,5.520391952533544,0.994274103135856,174.6451296149031,19.050634195660766,0.08004640371229699,0,0.08468677494199536,0,0.10208816705336426,0.06728538283062645,0.07424593967517401,0.24477958236658934,0,0,0,0,0
USDA_780,2018,Sep,Corn,rotated,Std_N,Rhizosphere,2,2,18805,347,5.495730924703083,0.994363356806916,177.41055549284468,19.35229228891562,0,0,0,0,0,0,0.18333333333333332,0.5433333333333333,0,0,0,0,0
USDA_781,2018,Sep,Soybean,continuous,Low_N,Rhizosphere,2,1,67604,478,5.672389688754971,0.9957255951442825,233.950698110028,25.519802237492705,0,0,0.16434540389972144,0,0,0,0,0,0,0.4456824512534819,0,0,0
USDA_782,2018,Sep,Soybean,continuous,Low_N,Rhizosphere,2,2,55856,522,5.672921466769689,0.995473971320532,220.94424733462674,24.10103300841428,0,0,0,0,0,0,0,0,0,0.7437185929648241,0,0,0
USDA_783,2018,Sep,Soybean,continuous,Std_N,Rhizosphere,2,1,40208,442,5.625935288577158,0.9952795404208502,211.84377987621812,23.108336121063676,0,0,0,0,0,0,0,0,0,0.7480916030534351,0,0,0
USDA_784,2018,Sep,Soybean,continuous,Std_N,Rhizosphere,2,2,71725,426,5.5768081526590825,0.9954196834201153,218.3255202034925,23.81537710295905,0,0,0,0,0,0,0,0,0,0.44281524926686217,0,0.09970674486803519,0
